id,timestamp/date,value,unit
RF12345,20/02/2019,0,mm
RF12345,21/02/2019,0,mm
RF12345,22/02/2019,0,mm
RF12345,23/02/2019,0,mm
RF12345,24/02/2019,0,mm
RF12345,25/02/2019,0,mm
RF12345,26/02/2019,0,mm
RF12345,27/02/2019,0,mm
RF12345,28/02/2019,0,mm
RF12345,2019-02-29,0,mm
RF12345,01/03/2019,0,mm
RF12345,02/03/2019,0,mm
RF12345,03/03/2019,0,mm
RF12345,04/03/2019,0,mm
RF12345,05/03/2019,0,mm
RF12345,06/03/2019,0,mm
RF12345,07/03/2019,0,mm
RF12345,08/03/2019,0,mm
RF12345,09/03/2019,0,mm
RF12345,10/03/2019,0,mm
RF12345,11/03/2019,0,mm
RF12345,12/03/2019,0,mm
RF12345,13/03/2019,0,mm
RF12345,14/03/2019,0,mm
RF12345,15/03/2019,0,mm
RF12345,16/03/2019,0,mm
RF12345,17/03/2019,0,mm
RF12345,18/03/2019,0,mm
RF12345,19/03/2019,0,mm
RF12345,20/03/2019,0,mm
RF12345,21/03/2019,0,mm
RF12345,22/03/2019,0,mm
RF12345,23/03/2019,0,mm
RF12345,24/03/2019,0,mm
RF12345,25/03/2019,0,mm
RF12345,26/03/2019,0,mm
RF12345,27/03/2019,0,mm
RF12345,28/03/2019,0,mm
RF12345,29/03/2019,0,mm
RF12345,30/03/2019,0,mm
RF12345,31/03/2019,0,mm
RF123X5,01/10/2018,1.1,mm
RF123X5,02/10/2018,1.8,mm
RF123X5,03/10/2018,1.5,mm
RF123X5,04/10/2018,0.6,mm
RF123X5,05/10/2018,0,mm
RF123X5,06/10/2018,0.4,mm
RF123X5,07/10/2018,0,mm
RF123X5,08/10/2018,0,mm
RF123X5,09/10/2018,1.2,mm
RF123X5,10/10/2018,1.7,mm
RF123X5,11/10/2018,1.7,mm
RF123X5,12/10/2018,0.7,mm
RF123X5,13/10/2018,0,mm
RF123X5,14/10/2018,0.5,mm
RF123X5,15/10/2018,0,mm
RF123X5,16/10/2018,0,mm
RF123X5,17/10/2018,0,mm
RF123X5,18/10/2018,0,mm
RF123X5,19/10/2018,0,mm
RF123X5,20/10/2018,0,mm
RF123X5,21/10/2018,0,mm
RF123X5,22/10/2018,0,mm
RF123X5,23/10/2018,0,mm
RF123X5,24/10/2018,0,mm
RF123X5,25/10/2018,0,mm
RF123X5,26/10/2018,0,mm
RF123X5,27/10/2018,0,mm
RF123X5,28/10/2018,12,mm
RF123X5,29/10/2018,30,mm
RF123X5,30/10/2018,10,mm
RF123X5,31/10/2018,0,mm
RF123X5,01/11/2018,0,mm
RF123X5,02/11/2018,0,mm
RF123X5,03/11/2018,0,mm
RF123X5,04/11/2018,0,mm
RF123X5,05/11/2018,0,mm
RF123X5,06/11/2018,0,mm
RF123X5,07/11/2018,0,mm
RF123X5,08/11/2018,0,mm
RF123X5,09/11/2018,0,mm
RF123X5,10/11/2018,0,mm
RF123X5,11/11/2018,0,mm
RF123X5,12/11/2018,0,mm
RF123X5,13/11/2018,0,mm
RF123X5,14/11/2018,0,mm
RF123X5,15/11/2018,0,mm
RF123X5,16/11/2018,0,mm
RF123X5,17/11/2018,0,mm
RF123X5,18/11/2018,0,mm
RF123X5,19/11/2018,0,mm
RF123X5,20/11/2018,0,mm
RF123X5,21/11/2018,0,mm
RF123X5,22/11/2018,0,mm
RF123X5,23/11/2018,0,mm
RF123X5,24/11/2018,0,mm
RF123X5,25/11/2018,0,mm
RF123X5,26/11/2018,0,mm
RF123X5,27/11/2018,0,mm
RF123X5,28/11/2018,0,mm
RF123X5,29/11/2018,0,mm
RF123X5,30/11/2018,0,mm
RF123X5,01/12/2018,0,mm
RF123X5,02/12/2018,0,mm
RF123X5,03/12/2018,0,mm
RF123X5,04/12/2018,0,mm
RF123X5,05/12/2018,0,mm
RF123X5,06/12/2018,0,mm
RF123X5,07/12/2018,0,mm
RF123X5,08/12/2018,0,mm
RF123X5,09/12/2018,0,mm
RF123X5,10/12/2018,0,mm
RF123X5,11/12/2018,0,mm
RF123X5,12/12/2018,0,mm
RF123X5,13/12/2018,0,mm
RF123X5,14/12/2018,0,mm
RF123X5,15/12/2018,0,mm
RF123X5,16/12/2018,0,mm
RF123X5,17/12/2018,0,mm
RF123X5,18/12/2018,0,mm
RF123X5,19/12/2018,0,mm
RF123X5,20/12/2018,0,mm
RF123X5,21/12/2018,0,mm
RF123X5,22/12/2018,0,mm
RF123X5,23/12/2018,0,mm
RF123X5,24/12/2018,0,mm
RF123X5,25/12/2018,0,mm
RF123X5,26/12/2018,0,mm
RF123X5,27/12/2018,0,mm
RF123X5,28/12/2018,0,mm
RF123X5,29/12/2018,0,mm
RF123X5,30/12/2018,0,mm
RF123X5,31/12/2018,0,mm
RF123X5,01/01/2019,0,mm
RF123X5,02/01/2019,0,mm
RF123X5,03/01/2019,0,mm
RF123X5,04/01/2019,0,mm
RF123X5,05/01/2019,0,mm
RF123X5,06/01/2019,0,mm
RF123X5,07/01/2019,0,mm
RF123X5,08/01/2019,0,mm
RF123X5,09/01/2019,0,mm
RF123X5,10/01/2019,0,mm
RF123X5,11/01/2019,0,mm
RF123X5,12/01/2019,0,mm
RF123X5,13/01/2019,0,mm
RF123X5,14/01/2019,0,mm
RF123X5,15/01/2019,0,mm
RF123X5,16/01/2019,0,mm
RF123X5,17/01/2019,0,mm
RF123X5,18/01/2019,0,mm
RF123X5,19/01/2019,0,mm
RF123X5,20/01/2019,0,mm
RF123X5,21/01/2019,0,mm
RF123X5,22/01/2019,0,mm
RF123X5,23/01/2019,0,mm
RF123X5,24/01/2019,0,mm
RF123X5,25/01/2019,0,mm
RF123X5,26/01/2019,0,mm
RF123X5,27/01/2019,0,mm
RF123X5,28/01/2019,0,mm
RF123X5,29/01/2019,0,mm
RF123X5,30/01/2019,0,mm
RF123X5,31/01/2019,0,mm
RF123X5,01/02/2019,0,mm
RF123X5,02/02/2019,0,mm
RF123X5,03/02/2019,0,mm
RF123X5,04/02/2019,0,mm
RF123X5,05/02/2019,0,mm
RF123X5,06/02/2019,0,mm
RF123X5,07/02/2019,0,mm
RF123X5,08/02/2019,0,mm
RF123X5,09/02/2019,0,mm
RF123X5,10/02/2019,0,mm
RF123X5,11/02/2019,0,mm
RF123X5,12/02/2019,0,mm
RF123X5,13/02/2019,0,mm
RF123X5,14/02/2019,0,mm
RF123X5,15/02/2019,0,mm
RF123X5,16/02/2019,0,mm
RF123X5,17/02/2019,0,mm
RF123X5,18/02/2019,0,mm
RF123X5,19/02/2019,0,mm
RF123X5,20/02/2019,0,mm
RF123X5,21/02/2019,0,mm
RF123X5,22/02/2019,0,mm
RF123X5,23/02/2019,0,mm
RF123X5,24/02/2019,0,mm
RF123X5,25/02/2019,0,mm
RF123X5,26/02/2019,0,mm
RF123X5,27/02/2019,6,mm
RF123X5,28/02/2019,0,mm
RF123X5,2019-02-29,0,mm
RF123X5,01/03/2019,0,mm
RF123X5,02/03/2019,0,mm
RF123X5,03/03/2019,0,mm
RF123X5,04/03/2019,0,mm
RF123X5,05/03/2019,0,mm
RF123X5,06/03/2019,0,mm
RF123X5,07/03/2019,0,mm
RF123X5,08/03/2019,0,mm
RF123X5,09/03/2019,0,mm
RF123X5,10/03/2019,0,mm
RF123X5,11/03/2019,0,mm
RF123X5,12/03/2019,0,mm
RF123X5,13/03/2019,0,mm
RF123X5,14/03/2019,0,mm
RF123X5,15/03/2019,0,mm
RF123X5,16/03/2019,0,mm
RF123X5,17/03/2019,0,mm
RF123X5,18/03/2019,0,mm
RF123X5,19/03/2019,0,mm
RF123X5,20/03/2019,0,mm
RF123X5,21/03/2019,0,mm
RF123X5,22/03/2019,0,mm
RF123X5,23/03/2019,0,mm
RF123X5,24/03/2019,0,mm
RF123X5,25/03/2019,0,mm
RF123X5,26/03/2019,0,mm
RF123X5,27/03/2019,0,mm
RF123X5,28/03/2019,0,mm
RF123X5,29/03/2019,0,mm
RF123X5,30/03/2019,0,mm
RF123X5,31/03/2019,0,mm
RF12334,01/10/2018,1.1,mm
RF12334,02/10/2018,1.8,mm
RF12334,03/10/2018,1.5,mm
RF12334,04/10/2018,0.6,mm
RF12334,05/10/2018,0,mm
RF12334,06/10/2018,0.4,mm
RF12334,07/10/2018,0,mm
RF12334,08/10/2018,0,mm
RF12334,09/10/2018,1.2,mm
RF12334,10/10/2018,1.7,mm
RF12334,11/10/2018,1.7,mm
RF12334,12/10/2018,0.7,mm
RF12334,13/10/2018,0,mm
RF12334,14/10/2018,0.5,mm
RF12334,15/10/2018,0,mm
RF12334,16/10/2018,0,mm
RF12334,17/10/2018,0,mm
RF12334,18/10/2018,0,mm
RF12334,19/10/2018,0,mm
RF12334,20/10/2018,0,mm
RF12334,21/10/2018,0,mm
RF12334,22/10/2018,0,mm
RF12334,23/10/2018,0,mm
RF12334,24/10/2018,0,mm
RF12334,25/10/2018,0,mm
RF12334,26/10/2018,0,mm
RF12334,27/10/2018,0,mm
RF12334,28/10/2018,0,mm
RF12334,29/10/2018,0,mm
RF12334,30/10/2018,0,mm
RF12334,31/10/2018,0,mm
RF12334,01/11/2018,0,mm
RF12334,02/11/2018,0,mm
RF12334,03/11/2018,0,mm
RF12334,04/11/2018,0,mm
RF12334,05/11/2018,0,mm
RF12334,06/11/2018,0,mm
RF12334,07/11/2018,0,mm
RF12334,08/11/2018,0,mm
RF12334,09/11/2018,0,mm
RF12334,10/11/2018,0,mm
RF12334,11/11/2018,0,mm
RF12334,12/11/2018,0,mm
RF12334,13/11/2018,0,mm
RF12334,14/11/2018,0,mm
RF12334,15/11/2018,0,mm
RF12334,16/11/2018,0,mm
RF12334,17/11/2018,0,mm
RF12334,18/11/2018,0,mm
RF12334,19/11/2018,0,mm
RF12334,20/11/2018,0,mm
RF12334,21/11/2018,0,mm
RF12334,22/11/2018,0,mm
RF12334,23/11/2018,0,mm
RF12334,24/11/2018,0,mm
RF12334,25/11/2018,0,mm
RF12334,26/11/2018,0,mm
RF12334,27/11/2018,0,mm
RF12334,28/11/2018,0,mm
RF12334,29/11/2018,0,mm
RF12334,30/11/2018,0,mm
RF12334,01/12/2018,0,mm
RF12334,02/12/2018,0,mm
RF12334,03/12/2018,0,mm
RF12334,04/12/2018,0,mm
RF12334,05/12/2018,0,mm
RF12334,06/12/2018,0,mm
RF12334,07/12/2018,0,mm
RF12334,08/12/2018,0,mm
RF12334,09/12/2018,0,mm
RF12334,10/12/2018,0,mm
RF12334,11/12/2018,0,mm
RF12334,12/12/2018,0,mm
RF12334,13/12/2018,0,mm
RF12334,14/12/2018,0,mm
RF12334,15/12/2018,0,mm
RF12334,16/12/2018,0,mm
RF12334,17/12/2018,0,mm
RF12334,18/12/2018,0,mm
RF12334,19/12/2018,0,mm
RF12334,20/12/2018,0,mm
RF12334,21/12/2018,0,mm
RF12334,22/12/2018,0,mm
RF12334,23/12/2018,0,mm
RF12334,24/12/2018,0,mm
RF12334,25/12/2018,0,mm
RF12334,26/12/2018,0,mm
RF12334,27/12/2018,0,mm
RF12334,28/12/2018,0,mm
RF12334,29/12/2018,0,mm
RF12334,30/12/2018,0,mm
RF12334,31/12/2018,0,mm
RF12334,01/01/2019,0,mm
RF12334,02/01/2019,0,mm
RF12334,03/01/2019,0,mm
RF12334,04/01/2019,0,mm
RF12334,05/01/2019,0,mm
RF12334,06/01/2019,0,mm
RF12334,07/01/2019,0,mm
RF12334,08/01/2019,1.2,mm
RF12334,09/01/2019,2,mm
RF12334,10/01/2019,3.5,mm
RF12334,11/01/2019,7,mm
RF12334,12/01/2019,0,mm
RF12334,13/01/2019,0,mm
RF12334,14/01/2019,0,mm
RF12334,15/01/2019,0,mm
RF12334,16/01/2019,0,mm
RF12334,17/01/2019,0,mm
RF12334,18/01/2019,0,mm
RF12334,19/01/2019,0,mm
RF12334,20/01/2019,0,mm
RF12334,21/01/2019,0,mm
RF12334,22/01/2019,0,mm
RF12334,23/01/2019,0,mm
RF12334,24/01/2019,0,mm
RF12334,25/01/2019,0,mm
RF12334,26/01/2019,0,mm
RF12334,27/01/2019,0,mm
RF12334,28/01/2019,0,mm
RF12334,29/01/2019,0,mm
RF12334,30/01/2019,0,mm
RF12334,31/01/2019,0,mm
RF12334,01/02/2019,0,mm
RF12334,02/02/2019,0,mm
RF12334,03/02/2019,0,mm
RF12334,04/02/2019,0,mm
RF12334,05/02/2019,0,mm
RF12334,06/02/2019,0,mm
RF12334,07/02/2019,0,mm
RF12334,08/02/2019,0,mm
RF12334,09/02/2019,0,mm
RF12334,10/02/2019,0,mm
RF12334,11/02/2019,0,mm
RF12334,12/02/2019,0,mm
RF12334,13/02/2019,0,mm
RF12334,14/02/2019,0,mm
RF12334,15/02/2019,0,mm
RF12334,16/02/2019,0,mm
RF12334,17/02/2019,0,mm
RF12334,18/02/2019,0,mm
RF12334,19/02/2019,0,mm
RF12334,20/02/2019,0,mm
RF12334,21/02/2019,0,mm
RF12334,22/02/2019,0,mm
RF12334,23/02/2019,0,mm
RF12334,24/02/2019,0,mm
RF12334,25/02/2019,0,mm
RF12334,26/02/2019,0,mm
RF12334,27/02/2019,0,mm
RF12334,28/02/2019,0,mm
RF12334,2019-02-29,0,mm
RF12334,01/03/2019,0,mm
RF12334,02/03/2019,0,mm
RF12334,03/03/2019,0,mm
RF12334,04/03/2019,0,mm
RF12334,05/03/2019,0,mm
RF12334,06/03/2019,0,mm
RF12334,07/03/2019,0,mm
RF12334,08/03/2019,0,mm
RF12334,09/03/2019,0,mm
RF12334,10/03/2019,0,mm
RF12334,11/03/2019,0,mm
RF12334,12/03/2019,0,mm
RF12334,13/03/2019,0,mm
RF12334,14/03/2019,0,mm
RF12334,15/03/2019,0,mm
RF12334,16/03/2019,0,mm
RF12334,17/03/2019,1.8,mm
RF12334,18/03/2019,0,mm
RF12334,19/03/2019,0,mm
RF12334,20/03/2019,7,mm
RF12334,21/03/2019,0,mm
RF12334,22/03/2019,0,mm
RF12334,23/03/2019,0,mm
RF12334,24/03/2019,0,mm
RF12334,25/03/2019,0,mm
RF12334,26/03/2019,0,mm
RF12334,27/03/2019,12,mm
RF12334,28/03/2019,0,mm
RF12334,29/03/2019,0,mm
RF12334,30/03/2019,0,mm
RF12334,31/03/2019,0,mm
TT12346,2018-11-01T02:00:00+00:00,57.2,F
TT12346,2018-11-01T08:00:00+00:00,56.66,F
TT12346,2018-11-01T14:00:00+00:00,61.7,F
TT12346,2018-11-01T20:00:00+00:00,59.18,F
TT12346,2018-11-02T02:00:00+00:00,56.84,F
TT12346,2018-11-02T08:00:00+00:00,55.94,F
TT12346,2018-11-02T14:00:00+00:00,59.9,F
TT12346,2018-11-02T20:00:00+00:00,57.56,F
TT12346,2018-11-03T02:00:00+00:00,54.5,F
TT12346,2018-11-03T08:00:00+00:00,54.32,F
TT12346,2018-11-03T14:00:00+00:00,56.84,F
TT12346,2018-11-03T20:00:00+00:00,55.22,F
TT12346,2018-11-04T02:00:00+00:00,11.5,C
TT12346,2018-11-04T08:00:00+00:00,11.2,C
TT12346,2018-11-04T14:00:00+00:00,13.5,C
TT12346,2018-11-04T20:00:00+00:00,12.8,C
TT12346,2018-11-05T02:00:00+00:00,10.1,C
TT12346,2018-11-05T08:00:00+00:00,8.3,C
TT12346,2018-11-05T14:00:00+00:00,16,C
TT12346,2018-11-05T20:00:00+00:00,14.3,C
TT12346,2018-11-06T02:00:00+00:00,14.4,C
TT12346,2018-11-06T08:00:00+00:00,13.9,C
TT12346,2018-11-06T14:00:00+00:00,16.4,C
TT12346,2018-11-06T20:00:00+00:00,15.6,C
TT12346,2018-11-07T02:00:00+00:00,14.2,C
TT12346,2018-11-07T08:00:00+00:00,13.5,C
TT12346,2018-11-07T14:00:00+00:00,15.4,C
TT12346,2018-11-07T20:00:00+00:00,14.7,C
TT12346,2018-11-08T02:00:00+00:00,12.9,C
TT12346,2018-11-08T08:00:00+00:00,12.6,C
TT12346,2018-11-08T14:00:00+00:00,13.7,C
TT12346,2018-11-08T20:00:00+00:00,13.4,C
TT12346,2018-11-09T02:00:00+00:00,11.9,C
TT12346,2018-11-09T08:00:00+00:00,11.4,C
TT12346,2018-11-09T14:00:00+00:00,13.4,C
TT12346,2018-11-09T20:00:00+00:00,13.3,C
TT12346,2018-11-10T02:00:00+00:00,10.5,C
TT12346,2018-11-10T08:00:00+00:00,8.5,C
TT12346,2018-11-10T14:00:00+00:00,15.9,C
TT12346,2018-11-10T20:00:00+00:00,14.8,C
TT12346,2018-11-11T02:00:00+00:00,10.1,C
TT12346,2018-11-11T08:00:00+00:00,5.3,C
TT12346,2018-11-11T14:00:00+00:00,13,C
TT12346,2018-11-11T20:00:00+00:00,10.7,C
TT12346,2018-11-12T02:00:00+00:00,12.9,C
TT12346,2018-11-12T08:00:00+00:00,12.6,C
TT12346,2018-11-12T14:00:00+00:00,13.7,C
TT12346,2018-11-12T20:00:00+00:00,13.4,C
TT12346,2018-11-13T02:00:00+00:00,11.9,C
TT12346,2018-11-13T08:00:00+00:00,11.4,C
TT12346,2018-11-13T14:00:00+00:00,13.4,C
TT12346,2018-11-13T20:00:00+00:00,13.3,C
TT12346,2018-11-14T02:00:00+00:00,10.5,C
TT12346,2018-11-14T08:00:00+00:00,8.5,C
TT12346,2018-11-14T14:00:00+00:00,15.9,C
TT12346,2018-11-14T20:00:00+00:00,14.8,C
TT12346,2018-11-15T02:00:00+00:00,10.1,C
TT12346,2018-11-15T08:00:00+00:00,5.3,C
TT12346,2018-11-15T14:00:00+00:00,13,C
TT12346,2018-11-15T20:00:00+00:00,10.7,C
TT12346,2018-11-16T02:00:00+00:00,12.9,C
TT12346,2018-11-16T08:00:00+00:00,12.6,C
TT12346,2018-11-16T14:00:00+00:00,13.7,C
TT12346,2018-11-16T20:00:00+00:00,13.4,C
TT12346,2018-11-17T02:00:00+00:00,11.9,C
TT12346,2018-11-17T08:00:00+00:00,11.4,C
TT12346,2018-11-17T14:00:00+00:00,13.4,C
TT12346,2018-11-17T20:00:00+00:00,13.3,C
TT12346,2018-11-18T02:00:00+00:00,10.5,C
TT12346,2018-11-18T08:00:00+00:00,8.5,C
TT12346,2018-11-18T14:00:00+00:00,15.9,C
TT12346,2018-11-18T20:00:00+00:00,14.8,C
TT12346,2018-11-19T02:00:00+00:00,10.1,C
TT12346,2018-11-19T08:00:00+00:00,5.3,C
TT12346,2018-11-19T14:00:00+00:00,13,C
TT12346,2018-11-19T20:00:00+00:00,10.7,C
TT12346,2018-11-20T02:00:00+00:00,12.9,C
TT12346,2018-11-20T08:00:00+00:00,12.6,C
TT12346,2018-11-20T14:00:00+00:00,13.7,C
TT12346,2018-11-20T20:00:00+00:00,13.4,C
TT12346,2018-11-21T02:00:00+00:00,11.9,C
TT12346,2018-11-21T08:00:00+00:00,11.4,C
TT12346,2018-11-21T14:00:00+00:00,13.4,C
TT12346,2018-11-21T20:00:00+00:00,13.3,C
TT12346,2018-11-22T02:00:00+00:00,10.5,C
TT12346,2018-11-22T08:00:00+00:00,8.5,C
TT12346,2018-11-22T14:00:00+00:00,15.9,C
TT12346,2018-11-22T20:00:00+00:00,14.8,C
TT12346,2018-11-23T02:00:00+00:00,10.1,C
TT12346,2018-11-23T08:00:00+00:00,5.3,C
TT12346,2018-11-23T14:00:00+00:00,13,C
TT12346,2018-11-23T20:00:00+00:00,10.7,C
TT12346,2018-11-24T02:00:00+00:00,12.9,C
TT12346,2018-11-24T08:00:00+00:00,12.6,C
TT12346,2018-11-24T14:00:00+00:00,13.7,C
TT12346,2018-11-24T20:00:00+00:00,13.4,C
TT12346,2018-11-25T02:00:00+00:00,11.9,C
TT12346,2018-11-25T08:00:00+00:00,11.4,C
TT12346,2018-11-25T14:00:00+00:00,13.4,C
TT12346,2018-11-25T20:00:00+00:00,13.3,C
TT12346,2018-11-26T02:00:00+00:00,10.5,C
TT12346,2018-11-26T08:00:00+00:00,8.5,C
TT12346,2018-11-26T14:00:00+00:00,15.9,C
TT12346,2018-11-26T20:00:00+00:00,14.8,C
TT12346,2018-11-27T02:00:00+00:00,10.1,C
TT12346,2018-11-27T08:00:00+00:00,5.3,C
TT12346,2018-11-27T14:00:00+00:00,13,C
TT12346,2018-11-27T20:00:00+00:00,10.7,C
TT12346,2018-11-28T02:00:00+00:00,12.9,C
TT12346,2018-11-28T08:00:00+00:00,12.6,C
TT12346,2018-11-28T14:00:00+00:00,13.7,C
TT12346,2018-11-28T20:00:00+00:00,13.4,C
TT12346,2018-11-29T02:00:00+00:00,11.9,C
TT12346,2018-11-29T08:00:00+00:00,11.4,C
TT12346,2018-11-29T14:00:00+00:00,13.4,C
TT12346,2018-11-29T20:00:00+00:00,13.3,C
TT12346,2018-11-30T02:00:00+00:00,10.5,C
TT12346,2018-11-30T08:00:00+00:00,8.5,C
TT12346,2018-11-30T14:00:00+00:00,15.9,C
TT12346,2018-11-30T20:00:00+00:00,14.8,C
TT12346,2018-12-01T02:00:00+00:00,10.1,C
TT12346,2018-12-01T08:00:00+00:00,5.3,C
TT12346,2018-12-01T14:00:00+00:00,13,C
TT12346,2018-12-01T20:00:00+00:00,10.7,C
TT12346,2018-12-02T02:00:00+00:00,12.9,C
TT12346,2018-12-02T08:00:00+00:00,12.6,C
TT12346,2018-12-02T14:00:00+00:00,13.7,C
TT12346,2018-12-02T20:00:00+00:00,13.4,C
TT12346,2018-12-03T02:00:00+00:00,11.9,C
TT12346,2018-12-03T08:00:00+00:00,11.4,C
TT12346,2018-12-03T14:00:00+00:00,13.4,C
TT12346,2018-12-03T20:00:00+00:00,13.3,C
TT12346,2018-12-04T02:00:00+00:00,10.5,C
TT12346,2018-12-04T08:00:00+00:00,8.5,C
TT12346,2018-12-04T14:00:00+00:00,15.9,C
TT12346,2018-12-04T20:00:00+00:00,14.8,C
TT12346,2018-12-05T02:00:00+00:00,10.1,C
TT12346,2018-12-05T08:00:00+00:00,5.3,C
TT12346,2018-12-05T14:00:00+00:00,13,C
TT12346,2018-12-05T20:00:00+00:00,10.7,C
TT12346,2018-12-06T02:00:00+00:00,12.9,C
TT12346,2018-12-06T08:00:00+00:00,12.6,C
TT12346,2018-12-06T14:00:00+00:00,13.7,C
TT12346,2018-12-06T20:00:00+00:00,13.4,C
TT12346,2018-12-07T02:00:00+00:00,12.9,C
TT12346,2018-12-07T08:00:00+00:00,12.6,C
TT12346,2018-12-07T14:00:00+00:00,13.7,C
TT12346,2018-12-07T20:00:00+00:00,13.4,C
TT12346,2018-12-08T02:00:00+00:00,11.9,C
TT12346,2018-12-08T08:00:00+00:00,11.4,C
TT12346,2018-12-08T14:00:00+00:00,13.4,C
TT12346,2018-12-08T20:00:00+00:00,13.3,C
TT12346,2018-12-09T02:00:00+00:00,10.5,C
TT12346,2018-12-09T08:00:00+00:00,8.5,C
TT12346,2018-12-09T14:00:00+00:00,15.9,C
TT12346,2018-12-09T20:00:00+00:00,14.8,C
TT12346,2018-12-10T02:00:00+00:00,10.1,C
