SensorID,timestamp/date,Aux_Value,unit,id,value
TT12346,2018-01-23T22:00:00+00:00,6.22,C,,
TT12346,2018-01-24T04:00:00+00:00,3.94,C,,
TT12346,2018-01-24T08:00:00+00:00,2.72,C,,
TT12346,2018-01-24T14:00:00+00:00,10.94,C,,
TT12346,2018-01-24T22:00:00+00:00,6.24,C,,
TT12346,2018-01-25T04:00:00+00:00,5.44,C,,
TT12346,2018-01-25T08:00:00+00:00,2.14,C,,
TT12346,2018-01-25T14:00:00+00:00,8.28,C,,
TT12346,2018-01-25T22:00:00+00:00,8.28,C,,
TT12346,2018-01-26T04:00:00+00:00,3.86,C,,
TT12346,2018-01-26T08:00:00+00:00,4.18,C,,
TT12346,2018-01-26T14:00:00+00:00,8.48,C,,
TT12346,2018-01-26T22:00:00+00:00,6.66,C,,
TT12346,2018-01-27T04:00:00+00:00,5.58,C,,
TT12346,2018-01-27T08:00:00+00:00,4.62,C,,
TT12346,2018-01-27T14:00:00+00:00,8.5,C,,
TT12346,2018-01-27T22:00:00+00:00,6.3,C,,
TT12346,2018-01-28T04:00:00+00:00,3.72,C,,
TT12346,2018-01-28T08:00:00+00:00,4.66,C,,
TT12346,2018-01-28T14:00:00+00:00,10.64,C,,
TT12346,2018-01-28T22:00:00+00:00,6.9,C,,
TT12346,2018-01-29T04:00:00+00:00,5.44,C,,
TT12346,2018-01-29T08:00:00+00:00,2.86,C,,
TT12346,2018-01-29T14:00:00+00:00,10.64,C,,
TT12346,2018-01-29T22:00:00+00:00,6.78,C,,
TT12346,2018-01-30T04:00:00+00:00,3.48,C,,
TT12346,2018-01-30T08:00:00+00:00,2.44,C,,
TT12346,2018-01-30T14:00:00+00:00,10.66,C,,
TT12346,2018-01-30T22:00:00+00:00,6.54,C,,
TT12346,2018-01-31T04:00:00+00:00,3.42,C,,
TT12346,2018-01-31T08:00:00+00:00,2.14,C,,
TT12346,2018-01-31T14:00:00+00:00,10.98,C,,
TT12346,2018-01-31T22:00:00+00:00,6.1,C,,
TT12346,2018-02-01T04:00:00+00:00,2.08,C,,
TT12346,2018-02-01T08:00:00+00:00,3.42,C,,
TT12346,2018-02-01T14:00:00+00:00,10.04,C,,
TT12346,2018-02-01T22:00:00+00:00,7.5,C,,
TT12346,2018-02-02T04:00:00+00:00,4.4,C,,
TT12346,2018-02-02T08:00:00+00:00,1.44,C,,
TT12346,2018-02-02T14:00:00+00:00,10.62,C,,
TT12346,2018-02-02T22:00:00+00:00,9.46,C,,
TT12346,2018-02-03T04:00:00+00:00,4.44,C,,
TT12346,2018-02-03T08:00:00+00:00,3.96,C,,
TT12346,2018-02-03T14:00:00+00:00,10.88,C,,
TT12346,2018-02-03T22:00:00+00:00,7.62,C,,
TT12346,2018-02-04T04:00:00+00:00,4.86,C,,
TT12346,2018-02-04T08:00:00+00:00,3.38,C,,
TT12346,2018-02-04T14:00:00+00:00,10.54,C,,
TT12346,2018-02-04T22:00:00+00:00,7.4,C,,
TT12346,2018-02-05T04:00:00+00:00,2.86,C,,
TT12346,2018-02-05T08:00:00+00:00,3.94,C,,
TT12346,2018-02-05T14:00:00+00:00,12.14,C,,
TT12346,2018-02-05T22:00:00+00:00,7.98,C,,
TT12346,2018-02-06T04:00:00+00:00,4.72,C,,
TT12346,2018-02-06T08:00:00+00:00,1.14,C,,
TT12346,2018-02-06T14:00:00+00:00,12.06,C,,
TT12346,2018-02-06T22:00:00+00:00,9.74,C,,
TT12346,2018-02-07T04:00:00+00:00,2.08,C,,
TT12346,2018-02-07T08:00:00+00:00,3.24,C,,
TT12346,2018-02-07T14:00:00+00:00,10.74,C,,
TT12346,2018-02-07T22:00:00+00:00,7.92,C,,
TT12346,2018-02-08T04:00:00+00:00,2.6,C,,
TT12346,2018-02-08T08:00:00+00:00,3.76,C,,
TT12346,2018-02-08T14:00:00+00:00,10.2,C,,
TT12346,2018-02-08T22:00:00+00:00,7.34,C,,
TT12346,2018-02-09T04:00:00+00:00,2.44,C,,
TT12346,2018-02-09T08:00:00+00:00,1.44,C,,
TT12346,2018-02-09T14:00:00+00:00,10.52,C,,
TT12346,2018-02-09T22:00:00+00:00,7.46,C,,
TT12346,2018-02-10T04:00:00+00:00,2.42,C,,
TT12346,2018-02-10T08:00:00+00:00,3.46,C,,
TT12346,2018-02-10T14:00:00+00:00,12.72,C,,
TT12346,2018-02-10T22:00:00+00:00,9.3,C,,
TT12346,2018-02-11T04:00:00+00:00,4.78,C,,
TT12346,2018-02-11T08:00:00+00:00,3.1,C,,
TT12346,2018-02-11T14:00:00+00:00,11,C,,
TT12346,2018-02-11T22:00:00+00:00,7.28,C,,
TT12346,2018-02-12T04:00:00+00:00,4.96,C,,
TT12346,2018-02-12T08:00:00+00:00,1.7,C,,
TT12346,2018-02-12T14:00:00+00:00,10.66,C,,
TT12346,2018-02-12T22:00:00+00:00,7.4,C,,
TT12346,2018-02-13T04:00:00+00:00,4.88,C,,
TT12346,2018-02-13T08:00:00+00:00,1.96,C,,
TT12346,2018-02-13T14:00:00+00:00,12.48,C,,
TT12346,2018-02-13T22:00:00+00:00,7.18,C,,
TT12346,2018-02-14T04:00:00+00:00,4.7,C,,
TT12346,2018-02-14T08:00:00+00:00,1.1,C,,
TT12346,2018-02-14T14:00:00+00:00,12.22,C,,
TT12346,2018-02-14T22:00:00+00:00,9.74,C,,
TT12346,2018-02-15T04:00:00+00:00,2.08,C,,
TT12346,2018-02-15T08:00:00+00:00,3.26,C,,
TT12346,2018-02-15T14:00:00+00:00,12.84,C,,
TT12346,2018-02-15T22:00:00+00:00,9.4,C,,
TT12346,2018-02-16T04:00:00+00:00,4.1,C,,
TT12346,2018-02-16T08:00:00+00:00,3.88,C,,
TT12346,2018-02-16T14:00:00+00:00,12.94,C,,
TT12346,2018-02-16T22:00:00+00:00,7.7,C,,
TT12346,2018-02-17T04:00:00+00:00,4.86,C,,
TT12346,2018-02-17T08:00:00+00:00,1.94,C,,
TT12346,2018-02-17T14:00:00+00:00,12.42,C,,
TT12346,2018-02-17T22:00:00+00:00,9.02,C,,
TT12346,2018-02-18T04:00:00+00:00,2.44,C,,
TT12346,2018-02-18T08:00:00+00:00,1.42,C,,
TT12346,2018-02-18T14:00:00+00:00,10.68,C,,
TT12346,2018-02-18T22:00:00+00:00,7.44,C,,
TT12346,2018-02-19T04:00:00+00:00,4.84,C,,
TT12346,2018-02-19T08:00:00+00:00,1.98,C,,
TT12346,2018-02-19T14:00:00+00:00,12.24,C,,
TT12346,2018-02-19T22:00:00+00:00,9.72,C,,
TT12346,2018-02-20T04:00:00+00:00,7.56,C,,
TT12346,2018-02-20T08:00:00+00:00,5.22,C,,
TT12346,2018-02-20T14:00:00+00:00,13.2,C,,
TT12346,2018-02-20T22:00:00+00:00,9,C,,
TT12346,2018-02-21T04:00:00+00:00,5.4,C,,
TT12346,2018-02-21T08:00:00+00:00,7.28,C,,
TT12346,2018-02-21T14:00:00+00:00,15.24,C,,
TT12346,2018-02-21T22:00:00+00:00,10.08,C,,
TT12346,2018-02-22T04:00:00+00:00,5.74,C,,
TT12346,2018-02-22T08:00:00+00:00,7.86,C,,
TT12346,2018-02-22T14:00:00+00:00,15.1,C,,
TT12346,2018-02-22T22:00:00+00:00,8.54,C,,
TT12346,2018-02-23T04:00:00+00:00,7.08,C,,
TT12346,2018-02-23T08:00:00+00:00,5.62,C,,
TT12346,2018-02-23T14:00:00+00:00,15.26,C,,
TT12346,2018-02-23T22:00:00+00:00,8.38,C,,
TT12346,2018-02-24T04:00:00+00:00,5.12,C,,
TT12346,2018-02-24T08:00:00+00:00,5.12,C,,
TT12346,2018-02-24T14:00:00+00:00,15.16,C,,
TT12346,2018-02-24T22:00:00+00:00,10.46,C,,
TT12346,2018-02-25T04:00:00+00:00,2.6,C,,
TT12346,2018-02-25T08:00:00+00:00,3.24,C,,
TT12346,2018-02-25T14:00:00+00:00,10.06,C,,
TT12346,2018-02-25T22:00:00+00:00,9.06,C,,
TT12346,2018-02-26T04:00:00+00:00,4.92,C,,
TT12346,2018-02-26T08:00:00+00:00,3.6,C,,
TT12346,2018-02-26T14:00:00+00:00,12.28,C,,
TT12346,2018-02-26T22:00:00+00:00,7.98,C,,
TT12346,2018-02-27T04:00:00+00:00,2.98,C,,
TT12346,2018-02-27T08:00:00+00:00,3.8,C,,
TT12346,2018-02-27T14:00:00+00:00,10.02,C,,
TT12346,2018-02-27T22:00:00+00:00,9.98,C,,
TT12346,2018-02-28T04:00:00+00:00,2.92,C,,
TT12346,2018-02-28T08:00:00+00:00,3.9,C,,
TT12346,2018-02-28T14:00:00+00:00,12.14,C,,
TT12346,2018-02-28T22:00:00+00:00,9.94,C,,
TT12346,2018-03-01T04:00:00+00:00,6.68,C,,
TT12346,2018-03-01T08:00:00+00:00,5.18,C,,
TT12346,2018-03-01T14:00:00+00:00,14.64,C,,
TT12346,2018-03-01T22:00:00+00:00,10.64,C,,
TT12346,2018-03-02T04:00:00+00:00,6.68,C,,
TT12346,2018-03-02T08:00:00+00:00,3.72,C,,
TT12346,2018-03-02T14:00:00+00:00,14.16,C,,
TT12346,2018-03-02T22:00:00+00:00,8.48,C,,
TT12346,2018-03-03T04:00:00+00:00,6.06,C,,
TT12346,2018-03-03T08:00:00+00:00,3.52,C,,
TT12346,2018-03-03T14:00:00+00:00,12.36,C,,
TT12346,2018-03-03T22:00:00+00:00,8.84,C,,
TT12346,2018-03-04T04:00:00+00:00,4.1,C,,
TT12346,2018-03-04T08:00:00+00:00,5.06,C,,
TT12346,2018-03-04T14:00:00+00:00,12.06,C,,
TT12346,2018-03-04T22:00:00+00:00,8.24,C,,
TT12346,2018-03-05T04:00:00+00:00,6.36,C,,
TT12346,2018-03-05T08:00:00+00:00,5.1,C,,
TT12346,2018-03-05T14:00:00+00:00,14.32,C,,
TT12346,2018-03-05T22:00:00+00:00,8.84,C,,
TT12346,2018-03-06T04:00:00+00:00,6.68,C,,
TT12346,2018-03-06T08:00:00+00:00,5.36,C,,
TT12346,2018-03-06T14:00:00+00:00,12.68,C,,
TT12346,2018-03-06T22:00:00+00:00,8.18,C,,
TT12346,2018-03-07T04:00:00+00:00,6.54,C,,
TT12346,2018-03-07T08:00:00+00:00,3.56,C,,
TT12346,2018-03-07T14:00:00+00:00,14.88,C,,
TT12346,2018-03-07T22:00:00+00:00,8.24,C,,
TT12346,2018-03-08T04:00:00+00:00,6.22,C,,
TT12346,2018-03-08T08:00:00+00:00,5.18,C,,
TT12346,2018-03-08T14:00:00+00:00,12.48,C,,
TT12346,2018-03-08T22:00:00+00:00,10.12,C,,
TT12346,2018-03-09T04:00:00+00:00,4.86,C,,
TT12346,2018-03-09T08:00:00+00:00,5.82,C,,
TT12346,2018-03-09T14:00:00+00:00,12.34,C,,
TT12346,2018-03-09T22:00:00+00:00,8.16,C,,
TT12346,2018-03-10T04:00:00+00:00,4.14,C,,
TT12346,2018-03-10T08:00:00+00:00,5.08,C,,
TT12346,2018-03-10T14:00:00+00:00,12.4,C,,
TT12346,2018-03-10T22:00:00+00:00,8.66,C,,
TT12346,2018-03-11T04:00:00+00:00,4.14,C,,
TT12346,2018-03-11T08:00:00+00:00,5.62,C,,
TT12346,2018-03-11T14:00:00+00:00,12.24,C,,
TT12346,2018-03-11T22:00:00+00:00,8.16,C,,
TT12346,2018-03-12T04:00:00+00:00,4.34,C,,
TT12346,2018-03-12T08:00:00+00:00,5.62,C,,
TT12346,2018-03-12T14:00:00+00:00,12.1,C,,
TT12346,2018-03-12T22:00:00+00:00,10.6,C,,
TT12346,2018-03-13T04:00:00+00:00,6.48,C,,
TT12346,2018-03-13T08:00:00+00:00,5.84,C,,
TT12346,2018-03-13T14:00:00+00:00,12.26,C,,
TT12346,2018-03-13T22:00:00+00:00,10.94,C,,
TT12346,2018-03-14T04:00:00+00:00,4.76,C,,
TT12346,2018-03-14T08:00:00+00:00,5.3,C,,
TT12346,2018-03-14T14:00:00+00:00,12.46,C,,
TT12346,2018-03-14T22:00:00+00:00,8.52,C,,
TT12346,2018-03-15T04:00:00+00:00,6.78,C,,
TT12346,2018-03-15T08:00:00+00:00,3.04,C,,
TT12346,2018-03-15T14:00:00+00:00,12.72,C,,
TT12346,2018-03-15T22:00:00+00:00,10.68,C,,
TT12346,2018-03-16T04:00:00+00:00,5.76,C,,
TT12346,2018-03-16T08:00:00+00:00,4.4,C,,
TT12346,2018-03-16T14:00:00+00:00,13.66,C,,
TT12346,2018-03-16T22:00:00+00:00,11.7,C,,
TT12346,2018-03-17T04:00:00+00:00,5.72,C,,
TT12346,2018-03-17T08:00:00+00:00,6.46,C,,
TT12346,2018-03-17T14:00:00+00:00,13.84,C,,
TT12346,2018-03-17T22:00:00+00:00,11.48,C,,
TT12346,2018-03-18T04:00:00+00:00,5.86,C,,
TT12346,2018-03-18T08:00:00+00:00,6.24,C,,
TT12346,2018-03-18T14:00:00+00:00,13.26,C,,
TT12346,2018-03-18T22:00:00+00:00,11.36,C,,
TT12346,2018-03-19T04:00:00+00:00,5.86,C,,
TT12346,2018-03-19T08:00:00+00:00,4.82,C,,
TT12346,2018-03-19T14:00:00+00:00,13.3,C,,
TT12346,2018-03-19T22:00:00+00:00,9.1,C,,
TT12346,2018-03-20T04:00:00+00:00,5.02,C,,
TT12346,2018-03-20T08:00:00+00:00,6.02,C,,
TT12346,2018-03-20T14:00:00+00:00,13.98,C,,
TT12346,2018-03-20T22:00:00+00:00,11.28,C,,
TT12346,2018-03-21T04:00:00+00:00,7.34,C,,
TT12346,2018-03-21T08:00:00+00:00,4.72,C,,
TT12346,2018-03-21T14:00:00+00:00,13.78,C,,
TT12346,2018-03-21T22:00:00+00:00,11.62,C,,
TT12346,2018-03-22T02:00:00+00:00,7.38,C,,
TT12346,2018-03-22T08:00:00+00:00,4.42,C,,
TT12346,2018-03-22T14:00:00+00:00,15.12,C,,
TT12346,2018-03-22T20:00:00+00:00,11.16,C,,
TT12346,2018-03-23T02:00:00+00:00,7.42,C,,
TT12346,2018-03-23T08:00:00+00:00,6.4,C,,
TT12346,2018-03-23T14:00:00+00:00,13.4,C,,
TT12346,2018-03-23T20:00:00+00:00,9.58,C,,
TT12346,2018-03-24T02:00:00+00:00,5.54,C,,
TT12346,2018-03-24T08:00:00+00:00,6.2,C,,
TT12346,2018-03-24T14:00:00+00:00,13.12,C,,
TT12346,2018-03-24T20:00:00+00:00,11.96,C,,
TT12346,2018-03-25T02:00:00+00:00,7.06,C,,
TT12346,2018-03-25T08:00:00+00:00,4.34,C,,
TT12346,2018-03-25T14:00:00+00:00,13.4,C,,
TT12346,2018-03-25T20:00:00+00:00,11.76,C,,
TT12346,2018-03-26T02:00:00+00:00,5.12,C,,
TT12346,2018-03-26T08:00:00+00:00,4.62,C,,
TT12346,2018-03-26T14:00:00+00:00,13.3,C,,
TT12346,2018-03-26T20:00:00+00:00,9.28,C,,
TT12346,2018-03-27T02:00:00+00:00,7.08,C,,
TT12346,2018-03-27T08:00:00+00:00,6.5,C,,
TT12346,2018-03-27T14:00:00+00:00,13.88,C,,
TT12346,2018-03-27T20:00:00+00:00,9.02,C,,
TT12346,2018-03-28T02:00:00+00:00,5.8,C,,
TT12346,2018-03-28T08:00:00+00:00,4.32,C,,
TT12346,2018-03-28T14:00:00+00:00,15.68,C,,
TT12346,2018-03-28T20:00:00+00:00,11.44,C,,
TT12346,2018-03-29T02:00:00+00:00,5.84,C,,
TT12346,2018-03-29T08:00:00+00:00,6.2,C,,
TT12346,2018-03-29T14:00:00+00:00,13.02,C,,
TT12346,2018-03-29T20:00:00+00:00,9.94,C,,
TT12346,2018-03-30T02:00:00+00:00,5.5,C,,
TT12346,2018-03-30T08:00:00+00:00,6.04,C,,
TT12346,2018-03-30T14:00:00+00:00,13.78,C,,
TT12346,2018-03-30T20:00:00+00:00,11.56,C,,
TT12346,2018-03-31T02:00:00+00:00,5.32,C,,
TT12346,2018-03-31T08:00:00+00:00,4.26,C,,
TT12346,2018-03-31T14:00:00+00:00,15.78,C,,
TT12346,2018-03-31T20:00:00+00:00,11.44,C,,
TT12346,2018-04-01T02:00:00+00:00,5.98,C,,
TT12346,2018-04-01T08:00:00+00:00,7,C,,
TT12346,2018-04-01T14:00:00+00:00,14.2,C,,
TT12346,2018-04-01T20:00:00+00:00,10.52,C,,
TT12346,2018-04-02T02:00:00+00:00,5.04,C,,
TT12346,2018-04-02T08:00:00+00:00,6.32,C,,
TT12346,2018-04-02T14:00:00+00:00,14.1,C,,
TT12346,2018-04-02T20:00:00+00:00,10.5,C,,
TT12346,2018-04-03T02:00:00+00:00,5.24,C,,
TT12346,2018-04-03T08:00:00+00:00,8.88,C,,
TT12346,2018-04-03T14:00:00+00:00,16.26,C,,
TT12346,2018-04-03T20:00:00+00:00,10.78,C,,
TT12346,2018-04-04T02:00:00+00:00,7.7,C,,
TT12346,2018-04-04T08:00:00+00:00,8.3,C,,
TT12346,2018-04-04T14:00:00+00:00,16.26,C,,
TT12346,2018-04-04T20:00:00+00:00,12.78,C,,
TT12346,2018-04-05T02:00:00+00:00,5.46,C,,
TT12346,2018-04-05T08:00:00+00:00,8.08,C,,
TT12346,2018-04-05T14:00:00+00:00,16.4,C,,
TT12346,2018-04-05T20:00:00+00:00,12.4,C,,
TT12346,2018-04-06T02:00:00+00:00,7.52,C,,
TT12346,2018-04-06T08:00:00+00:00,6.42,C,,
TT12346,2018-04-06T14:00:00+00:00,14.34,C,,
TT12346,2018-04-06T20:00:00+00:00,10.36,C,,
TT12346,2018-04-07T02:00:00+00:00,7.88,C,,
TT12346,2018-04-07T08:00:00+00:00,6.08,C,,
TT12346,2018-04-07T14:00:00+00:00,16.4,C,,
TT12346,2018-04-07T20:00:00+00:00,10.18,C,,
TT12346,2018-04-08T02:00:00+00:00,5.54,C,,
TT12346,2018-04-08T08:00:00+00:00,6.32,C,,
TT12346,2018-04-08T14:00:00+00:00,14.4,C,,
TT12346,2018-04-08T20:00:00+00:00,12.52,C,,
TT12346,2018-04-09T02:00:00+00:00,6,C,,
TT12346,2018-04-09T08:00:00+00:00,6.8,C,,
TT12346,2018-04-09T14:00:00+00:00,14.36,C,,
TT12346,2018-04-09T20:00:00+00:00,10.34,C,,
TT12346,2018-04-10T02:00:00+00:00,7.12,C,,
TT12346,2018-04-10T08:00:00+00:00,8.08,C,,
TT12346,2018-04-10T14:00:00+00:00,16.92,C,,
TT12346,2018-04-10T20:00:00+00:00,10.82,C,,
TT12346,2018-04-11T02:00:00+00:00,7.76,C,,
TT12346,2018-04-11T08:00:00+00:00,6.4,C,,
TT12346,2018-04-11T14:00:00+00:00,16.46,C,,
TT12346,2018-04-11T20:00:00+00:00,10.1,C,,
TT12346,2018-04-12T02:00:00+00:00,5.32,C,,
TT12346,2018-04-12T08:00:00+00:00,8.78,C,,
TT12346,2018-04-12T14:00:00+00:00,14.48,C,,
TT12346,2018-04-12T20:00:00+00:00,10.84,C,,
TT12346,2018-04-13T02:00:00+00:00,7.5,C,,
TT12346,2018-04-13T08:00:00+00:00,8.36,C,,
TT12346,2018-04-13T14:00:00+00:00,16.68,C,,
TT12346,2018-04-13T20:00:00+00:00,10.2,C,,
TT12346,2018-04-14T02:00:00+00:00,5.94,C,,
TT12346,2018-04-14T08:00:00+00:00,8.86,C,,
TT12346,2018-04-14T14:00:00+00:00,16.14,C,,
TT12346,2018-04-14T20:00:00+00:00,10.34,C,,
TT12346,2018-04-15T02:00:00+00:00,5.76,C,,
TT12346,2018-04-15T08:00:00+00:00,6.14,C,,
TT12346,2018-04-15T14:00:00+00:00,14.18,C,,
TT12346,2018-04-15T20:00:00+00:00,12.74,C,,
TT12346,2018-04-16T02:00:00+00:00,7.04,C,,
TT12346,2018-04-16T08:00:00+00:00,7,C,,
TT12346,2018-04-16T14:00:00+00:00,17.24,C,,
TT12346,2018-04-16T20:00:00+00:00,12.5,C,,
TT12346,2018-04-17T02:00:00+00:00,7.02,C,,
TT12346,2018-04-17T08:00:00+00:00,7.54,C,,
TT12346,2018-04-17T14:00:00+00:00,15.08,C,,
TT12346,2018-04-17T20:00:00+00:00,12.86,C,,
TT12346,2018-04-18T02:00:00+00:00,5.84,C,,
TT12346,2018-04-18T08:00:00+00:00,7.34,C,,
TT12346,2018-04-18T14:00:00+00:00,15.32,C,,
TT12346,2018-04-18T20:00:00+00:00,13.02,C,,
TT12346,2018-04-19T02:00:00+00:00,7.04,C,,
TT12346,2018-04-19T08:00:00+00:00,9.44,C,,
TT12346,2018-04-19T14:00:00+00:00,15.48,C,,
TT12346,2018-04-19T20:00:00+00:00,13.2,C,,
TT12346,2018-04-20T02:00:00+00:00,7.74,C,,
TT12346,2018-04-20T08:00:00+00:00,9.4,C,,
TT12346,2018-04-20T14:00:00+00:00,14.72,C,,
TT12346,2018-04-20T20:00:00+00:00,12.68,C,,
TT12346,2018-04-21T02:00:00+00:00,7.7,C,,
TT12346,2018-04-21T08:00:00+00:00,9.74,C,,
TT12346,2018-04-21T14:00:00+00:00,16.56,C,,
TT12346,2018-04-21T20:00:00+00:00,12.56,C,,
TT12346,2018-04-22T02:00:00+00:00,7.26,C,,
TT12346,2018-04-22T08:00:00+00:00,9.68,C,,
TT12346,2018-04-22T14:00:00+00:00,15.32,C,,
TT12346,2018-04-22T20:00:00+00:00,12.6,C,,
TT12346,2018-04-23T02:00:00+00:00,5.12,C,,
TT12346,2018-04-23T08:00:00+00:00,9.44,C,,
TT12346,2018-04-23T14:00:00+00:00,17.18,C,,
TT12346,2018-04-23T20:00:00+00:00,12.78,C,,
TT12346,2018-04-24T02:00:00+00:00,7.9,C,,
TT12346,2018-04-24T08:00:00+00:00,7.38,C,,
TT12346,2018-04-24T14:00:00+00:00,15.48,C,,
TT12346,2018-04-24T20:00:00+00:00,12.8,C,,
TT12346,2018-04-25T02:00:00+00:00,5.72,C,,
TT12346,2018-04-25T08:00:00+00:00,9.86,C,,
TT12346,2018-04-25T14:00:00+00:00,16.96,C,,
TT12346,2018-04-25T20:00:00+00:00,11.4,C,,
TT12346,2018-04-26T02:00:00+00:00,5.58,C,,
TT12346,2018-04-26T08:00:00+00:00,7.06,C,,
TT12346,2018-04-26T14:00:00+00:00,16.96,C,,
TT12346,2018-04-26T20:00:00+00:00,10.96,C,,
TT12346,2018-04-27T02:00:00+00:00,5.3,C,,
